site_no,Year,Flashiness,DIVISION,PROVINCE,SECTION,station_nm,DRAIN_SQKM,huc_cd,LAT_GAGE,LNG_GAGE,STATE,alt_va,geometry
01557500,2002,0.29497676595405176,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2003,0.33365533148078014,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2004,0.4425789121730607,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2005,0.32903078091453397,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2006,0.2773762576983634,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2007,0.26796628038558795,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2008,0.2522041347344962,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2009,0.25143468779454575,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01557500,2010,0.4645544592897452,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bald Eagle Creek at Tyrone, PA",115.2963,02050302,40.683673,-78.233624,PA,921.8,"c(1480460.2954, 2102356.0775)"
01564500,1981,0.4014699456759207,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1982,0.2928417316702626,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1983,0.3843454751409683,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1984,0.3873845231498724,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1985,0.43196266446102943,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1986,0.40188576482134575,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1987,0.31460809847957266,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1988,0.37051941519139336,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1989,0.423345072953353,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1990,0.372121381901474,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1991,0.25276345288361507,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1992,0.32733643637885046,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1993,0.4251053922620046,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1994,0.31707175973752283,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1995,0.384764860482022,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1996,0.5183850679248837,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1997,0.4561491442542787,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1998,0.35240400751975154,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,1999,0.43994869832404915,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2000,0.3574198666157417,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2001,0.25403013322406426,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2002,0.3626992390548398,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2003,0.41869320987316916,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2004,0.4831749818925483,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2005,0.4154240952930828,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2006,0.32147870930773914,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2007,0.31705808859998097,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2008,0.4386216844035728,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2009,0.34411805412206736,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01564500,2010,0.45547228420192004,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Aughwick Creek near Three Springs, PA",445.5612,02050304,40.212581,-77.925276,PA,618.65,"c(1515823.1468, 2055381.4887)"
01567500,1981,0.6542081571409084,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1982,0.2906824146981627,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1983,0.4229251594021114,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1984,0.4719814524430249,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1985,0.30598661794043397,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1986,0.35604958792160124,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1987,0.25646380847401906,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1988,0.2945723443031611,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1989,0.4957633696939984,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1990,0.45728500162672164,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1991,0.18935259388504536,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1992,0.3496577275069313,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1993,0.41070282830735083,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1994,0.2799610807909099,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1995,0.43796977157484546,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1996,0.4874002253889293,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1997,0.36152831111835965,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1998,0.3506801965763278,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,1999,0.42543959408625664,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2000,0.24551771313364057,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2001,0.2376935255538585,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2002,0.30450666470618176,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2003,0.34927646067566,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2004,0.44245138000768597,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2005,0.35073113032348013,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2006,0.39884568093813655,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2007,0.30502169628319686,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2008,0.33653412063146276,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2009,0.3292504765394194,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01567500,2010,0.41827112270627154,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Bixler Run near Loysville, PA",38.7729,02050305,40.370916,-77.402209,PA,601.22,"c(1555687.2091, 2081243.4054)"
01568000,1981,0.4431489984694217,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1982,0.2547248278730188,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1983,0.38037105953613665,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1984,0.36706269064167024,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1985,0.3225835371866955,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1986,0.34826058155736767,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1987,0.292652465713452,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1988,0.27355356969132627,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1989,0.46368731348715336,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1990,0.39815113058042906,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1991,0.21612629092428018,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1992,0.37447666700704585,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1993,0.3910927591800619,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1994,0.2737763143854514,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1995,0.37364904920425007,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1996,0.46621275050498173,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1997,0.3792029755579171,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1998,0.37605457504068096,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,1999,0.40904390900783916,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2000,0.2822876295012295,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2001,0.28369986410866554,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2002,0.31945251195079594,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2003,0.3799878238968534,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2004,0.44860038123435,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2005,0.4031736155557889,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2006,0.38466781090967317,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2007,0.28174574792223955,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2008,0.42104219599737736,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2009,0.4113758805091877,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01568000,2010,0.4803655626427479,APPALACHIAN HIGHLANDS,VALLEY AND RIDGE,MIDDLE,"Sherman Creek at Shermans Dale, PA",534.3948,02050305,40.323419,-77.16887,PA,422.63,"c(1575998.7059, 2079870.0507)"
01596500,1981,0.29504242052540125,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1982,0.29458186934546965,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1983,0.32964382617683796,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1984,0.3443477221172337,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1985,0.44774517560455435,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1986,0.3741943247369569,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1987,0.2916307472885571,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1988,0.39632428152675975,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1989,0.280525857442631,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1990,0.33025162518653195,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1991,0.30525659446417436,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1992,0.3053758890486518,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1993,0.30233498206235226,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1994,0.33338546452146833,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
01596500,1995,0.3241216842721703,APPALACHIAN HIGHLANDS,APPALACHIAN PLATEAUS,ALLEGHENY MOUNTAIN,"SAVAGE RIVER NEAR BARTON, MD",124.6505,02070002,39.570056,-79.101944,MD,1603.44,"c(1430956.2406, 1966356.2126)"
